Periodo,Anio,Trimestre,Region,Categoria_Norm,Valor,Valor_Anterior,Valor_Trimestral
2023-Q1,2023,1,ESP,ROBOS_FUERZA,31984.0,,31984.0
2023-Q2,2023,2,ESP,ROBOS_FUERZA,59534.0,31984.0,27550.0
2023-Q3,2023,3,ESP,ROBOS_FUERZA,90258.0,59534.0,30724.0
2023-Q4,2023,4,ESP,ROBOS_FUERZA,122444.0,90258.0,32186.0
2024-Q1,2024,1,ESP,ROBOS_FUERZA,30621.0,,30621.0
2024-Q2,2024,2,ESP,ROBOS_FUERZA,57469.0,30621.0,26848.0
2024-Q3,2024,3,ESP,ROBOS_FUERZA,86756.0,57469.0,29287.0
2024-Q4,2024,4,ESP,ROBOS_FUERZA,114978.0,86756.0,28222.0
2025-Q1,2025,1,ESP,ROBOS_FUERZA,26279.0,,26279.0
2025-Q2,2025,2,ESP,ROBOS_FUERZA,50713.0,26279.0,24434.0
2025-Q3,2025,3,ESP,ROBOS_FUERZA,77600.0,50713.0,26887.0
2016-Q1,2016,1,EXT,HURTOS,1938.0,,1938.0
2016-Q2,2016,2,EXT,HURTOS,3786.0,1938.0,1848.0
2016-Q3,2016,3,EXT,HURTOS,5548.0,3786.0,1762.0
2016-Q4,2016,4,EXT,HURTOS,7460.0,5548.0,1912.0
2017-Q1,2017,1,EXT,HURTOS,1839.0,,1839.0
2017-Q2,2017,2,EXT,HURTOS,3615.0,1839.0,1776.0
2017-Q3,2017,3,EXT,HURTOS,5366.0,3615.0,1751.0
2017-Q4,2017,4,EXT,HURTOS,7245.0,5366.0,1879.0
2018-Q1,2018,1,EXT,HURTOS,1600.0,,1600.0
2018-Q2,2018,2,EXT,HURTOS,3337.0,1600.0,1737.0
2018-Q3,2018,3,EXT,HURTOS,4929.0,3337.0,1592.0
2018-Q4,2018,4,EXT,HURTOS,6614.0,4929.0,1685.0
2019-Q1,2019,1,EXT,HURTOS,1673.0,,1673.0
2019-Q2,2019,2,EXT,HURTOS,3240.0,1673.0,1567.0
2019-Q3,2019,3,EXT,HURTOS,4800.0,3240.0,1560.0
2019-Q4,2019,4,EXT,HURTOS,6569.0,4800.0,1769.0
2020-Q1,2020,1,EXT,HURTOS,1380.0,,1380.0
2020-Q2,2020,2,EXT,HURTOS,2003.0,1380.0,623.0
2020-Q3,2020,3,EXT,HURTOS,3126.0,2003.0,1123.0
2020-Q4,2020,4,EXT,HURTOS,4215.0,3126.0,1089.0
2021-Q1,2021,1,EXT,HURTOS,863.0,,863.0
2021-Q2,2021,2,EXT,HURTOS,1991.0,863.0,1128.0
2021-Q3,2021,3,EXT,HURTOS,3265.0,1991.0,1274.0
2021-Q4,2021,4,EXT,HURTOS,4820.0,3265.0,1555.0
2022-Q1,2022,1,EXT,HURTOS,1644.0,,1644.0
2022-Q2,2022,2,EXT,HURTOS,3247.0,1644.0,1603.0
2022-Q3,2022,3,EXT,HURTOS,4730.0,3247.0,1483.0
2022-Q4,2022,4,EXT,HURTOS,6393.0,4730.0,1663.0
2023-Q1,2023,1,EXT,HURTOS,1781.0,,1781.0
2023-Q2,2023,2,EXT,HURTOS,3417.0,1781.0,1636.0
2023-Q3,2023,3,EXT,HURTOS,5040.0,3417.0,1623.0
2023-Q4,2023,4,EXT,HURTOS,6796.0,5040.0,1756.0
2024-Q1,2024,1,EXT,HURTOS,1702.0,,1702.0
2024-Q2,2024,2,EXT,HURTOS,3260.0,1702.0,1558.0
2024-Q3,2024,3,EXT,HURTOS,4746.0,3260.0,1486.0
2024-Q4,2024,4,EXT,HURTOS,6300.0,4746.0,1554.0
2025-Q1,2025,1,EXT,HURTOS,1546.0,,1546.0
2025-Q2,2025,2,EXT,HURTOS,3037.0,1546.0,1491.0
2025-Q3,2025,3,EXT,HURTOS,4511.0,3037.0,1474.0
2017-Q1,2017,1,EXT,ROBOS_FUERZA,631.0,,631.0
2017-Q2,2017,2,EXT,ROBOS_FUERZA,1119.0,631.0,488.0
2017-Q3,2017,3,EXT,ROBOS_FUERZA,1544.0,1119.0,425.0
2017-Q4,2017,4,EXT,ROBOS_FUERZA,2192.0,1544.0,648.0
2018-Q1,2018,1,EXT,ROBOS_FUERZA,632.0,,632.0
2018-Q2,2018,2,EXT,ROBOS_FUERZA,1103.0,632.0,471.0
2018-Q3,2018,3,EXT,ROBOS_FUERZA,1461.0,1103.0,358.0
2018-Q4,2018,4,EXT,ROBOS_FUERZA,2012.0,1461.0,551.0
2019-Q1,2019,1,EXT,ROBOS_FUERZA,465.0,,465.0
2019-Q2,2019,2,EXT,ROBOS_FUERZA,771.0,465.0,306.0
2019-Q3,2019,3,EXT,ROBOS_FUERZA,1147.0,771.0,376.0
2019-Q4,2019,4,EXT,ROBOS_FUERZA,1661.0,1147.0,514.0
2020-Q1,2020,1,EXT,ROBOS_FUERZA,506.0,,506.0
2020-Q2,2020,2,EXT,ROBOS_FUERZA,747.0,506.0,241.0
2020-Q3,2020,3,EXT,ROBOS_FUERZA,1195.0,747.0,448.0
2020-Q4,2020,4,EXT,ROBOS_FUERZA,1574.0,1195.0,379.0
2021-Q1,2021,1,EXT,ROBOS_FUERZA,306.0,,306.0
2021-Q2,2021,2,EXT,ROBOS_FUERZA,691.0,306.0,385.0
2021-Q3,2021,3,EXT,ROBOS_FUERZA,1067.0,691.0,376.0
2021-Q4,2021,4,EXT,ROBOS_FUERZA,1461.0,1067.0,394.0
2022-Q1,2022,1,EXT,ROBOS_FUERZA,461.0,,461.0
2022-Q2,2022,2,EXT,ROBOS_FUERZA,909.0,461.0,448.0
2022-Q3,2022,3,EXT,ROBOS_FUERZA,1313.0,909.0,404.0
2022-Q4,2022,4,EXT,ROBOS_FUERZA,1835.0,1313.0,522.0
2023-Q1,2023,1,EXT,ROBOS_FUERZA,467.0,,467.0
2023-Q2,2023,2,EXT,ROBOS_FUERZA,908.0,467.0,441.0
2023-Q3,2023,3,EXT,ROBOS_FUERZA,1330.0,908.0,422.0
2023-Q4,2023,4,EXT,ROBOS_FUERZA,1860.0,1330.0,530.0
2024-Q1,2024,1,EXT,ROBOS_FUERZA,528.0,,528.0
2024-Q2,2024,2,EXT,ROBOS_FUERZA,895.0,528.0,367.0
2024-Q3,2024,3,EXT,ROBOS_FUERZA,1350.0,895.0,455.0
2024-Q4,2024,4,EXT,ROBOS_FUERZA,1765.0,1350.0,415.0
2025-Q1,2025,1,EXT,ROBOS_FUERZA,409.0,,409.0
2025-Q2,2025,2,EXT,ROBOS_FUERZA,800.0,409.0,391.0
2025-Q3,2025,3,EXT,ROBOS_FUERZA,1161.0,800.0,361.0
2016-Q1,2016,1,GAL,HURTOS,4947.0,,4947.0
2016-Q2,2016,2,GAL,HURTOS,10155.0,4947.0,5208.0
2016-Q3,2016,3,GAL,HURTOS,16418.0,10155.0,6263.0
2016-Q4,2016,4,GAL,HURTOS,21370.0,16418.0,4952.0
2017-Q1,2017,1,GAL,HURTOS,4586.0,,4586.0
2017-Q2,2017,2,GAL,HURTOS,9658.0,4586.0,5072.0
2017-Q3,2017,3,GAL,HURTOS,15439.0,9658.0,5781.0
2017-Q4,2017,4,GAL,HURTOS,20320.0,15439.0,4881.0
2018-Q1,2018,1,GAL,HURTOS,4372.0,,4372.0
2018-Q2,2018,2,GAL,HURTOS,9331.0,4372.0,4959.0
2018-Q3,2018,3,GAL,HURTOS,15092.0,9331.0,5761.0
2018-Q4,2018,4,GAL,HURTOS,19841.0,15092.0,4749.0
2019-Q1,2019,1,GAL,HURTOS,4466.0,,4466.0
2019-Q2,2019,2,GAL,HURTOS,9150.0,4466.0,4684.0
2019-Q3,2019,3,GAL,HURTOS,14378.0,9150.0,5228.0
2019-Q4,2019,4,GAL,HURTOS,18886.0,14378.0,4508.0
2020-Q1,2020,1,GAL,HURTOS,3706.0,,3706.0
2020-Q2,2020,2,GAL,HURTOS,5530.0,3706.0,1824.0
2020-Q3,2020,3,GAL,HURTOS,9346.0,5530.0,3816.0
2020-Q4,2020,4,GAL,HURTOS,12372.0,9346.0,3026.0
2021-Q1,2021,1,GAL,HURTOS,2668.0,,2668.0
2021-Q2,2021,2,GAL,HURTOS,6281.0,2668.0,3613.0
2021-Q3,2021,3,GAL,HURTOS,10809.0,6281.0,4528.0
2021-Q4,2021,4,GAL,HURTOS,15367.0,10809.0,4558.0
2022-Q1,2022,1,GAL,HURTOS,4201.0,,4201.0
2022-Q2,2022,2,GAL,HURTOS,9150.0,4201.0,4949.0
2022-Q3,2022,3,GAL,HURTOS,14739.0,9150.0,5589.0
2022-Q4,2022,4,GAL,HURTOS,19567.0,14739.0,4828.0
2023-Q1,2023,1,GAL,HURTOS,4892.0,,4892.0
2023-Q2,2023,2,GAL,HURTOS,9841.0,4892.0,4949.0
2023-Q3,2023,3,GAL,HURTOS,15576.0,9841.0,5735.0
2023-Q4,2023,4,GAL,HURTOS,20323.0,15576.0,4747.0
2024-Q1,2024,1,GAL,HURTOS,4779.0,,4779.0
2024-Q2,2024,2,GAL,HURTOS,9656.0,4779.0,4877.0
2024-Q3,2024,3,GAL,HURTOS,15032.0,9656.0,5376.0
2024-Q4,2024,4,GAL,HURTOS,19622.0,15032.0,4590.0
2025-Q1,2025,1,GAL,HURTOS,4568.0,,4568.0
2025-Q2,2025,2,GAL,HURTOS,9030.0,4568.0,4462.0
2025-Q3,2025,3,GAL,HURTOS,13833.0,9030.0,4803.0
2017-Q1,2017,1,GAL,ROBOS_FUERZA,1487.0,,1487.0
2017-Q2,2017,2,GAL,ROBOS_FUERZA,2817.0,1487.0,1330.0
2017-Q3,2017,3,GAL,ROBOS_FUERZA,4054.0,2817.0,1237.0
2017-Q4,2017,4,GAL,ROBOS_FUERZA,5438.0,4054.0,1384.0
2018-Q1,2018,1,GAL,ROBOS_FUERZA,1446.0,,1446.0
2018-Q2,2018,2,GAL,ROBOS_FUERZA,2832.0,1446.0,1386.0
2018-Q3,2018,3,GAL,ROBOS_FUERZA,4132.0,2832.0,1300.0
2018-Q4,2018,4,GAL,ROBOS_FUERZA,5349.0,4132.0,1217.0
2019-Q1,2019,1,GAL,ROBOS_FUERZA,1269.0,,1269.0
2019-Q2,2019,2,GAL,ROBOS_FUERZA,2354.0,1269.0,1085.0
2019-Q3,2019,3,GAL,ROBOS_FUERZA,3587.0,2354.0,1233.0
2019-Q4,2019,4,GAL,ROBOS_FUERZA,5291.0,3587.0,1704.0
2020-Q1,2020,1,GAL,ROBOS_FUERZA,1318.0,,1318.0
2020-Q2,2020,2,GAL,ROBOS_FUERZA,2036.0,1318.0,718.0
2020-Q3,2020,3,GAL,ROBOS_FUERZA,3106.0,2036.0,1070.0
2020-Q4,2020,4,GAL,ROBOS_FUERZA,4046.0,3106.0,940.0
2021-Q1,2021,1,GAL,ROBOS_FUERZA,633.0,,633.0
2021-Q2,2021,2,GAL,ROBOS_FUERZA,1430.0,633.0,797.0
2021-Q3,2021,3,GAL,ROBOS_FUERZA,2566.0,1430.0,1136.0
2021-Q4,2021,4,GAL,ROBOS_FUERZA,3760.0,2566.0,1194.0
2022-Q1,2022,1,GAL,ROBOS_FUERZA,1046.0,,1046.0
2022-Q2,2022,2,GAL,ROBOS_FUERZA,1921.0,1046.0,875.0
2022-Q3,2022,3,GAL,ROBOS_FUERZA,2884.0,1921.0,963.0
2022-Q4,2022,4,GAL,ROBOS_FUERZA,4121.0,2884.0,1237.0
2023-Q1,2023,1,GAL,ROBOS_FUERZA,1222.0,,1222.0
2023-Q2,2023,2,GAL,ROBOS_FUERZA,2241.0,1222.0,1019.0
2023-Q3,2023,3,GAL,ROBOS_FUERZA,3450.0,2241.0,1209.0
2023-Q4,2023,4,GAL,ROBOS_FUERZA,4693.0,3450.0,1243.0
2024-Q1,2024,1,GAL,ROBOS_FUERZA,1199.0,,1199.0
2024-Q2,2024,2,GAL,ROBOS_FUERZA,2272.0,1199.0,1073.0
2024-Q3,2024,3,GAL,ROBOS_FUERZA,3284.0,2272.0,1012.0
2024-Q4,2024,4,GAL,ROBOS_FUERZA,4358.0,3284.0,1074.0
2025-Q1,2025,1,GAL,ROBOS_FUERZA,981.0,,981.0
2025-Q2,2025,2,GAL,ROBOS_FUERZA,1902.0,981.0,921.0
2025-Q3,2025,3,GAL,ROBOS_FUERZA,2855.0,1902.0,953.0
2016-Q1,2016,1,MAD,HURTOS,38630.0,,38630.0
2016-Q2,2016,2,MAD,HURTOS,77894.0,38630.0,39264.0
2016-Q3,2016,3,MAD,HURTOS,110411.0,77894.0,32517.0
2016-Q4,2016,4,MAD,HURTOS,150543.0,110411.0,40132.0
2017-Q1,2017,1,MAD,HURTOS,40803.0,,40803.0
2017-Q2,2017,2,MAD,HURTOS,79809.0,40803.0,39006.0
2017-Q3,2017,3,MAD,HURTOS,115149.0,79809.0,35340.0
2017-Q4,2017,4,MAD,HURTOS,156329.0,115149.0,41180.0
2018-Q1,2018,1,MAD,HURTOS,38792.0,,38792.0
2018-Q2,2018,2,MAD,HURTOS,77736.0,38792.0,38944.0
2018-Q3,2018,3,MAD,HURTOS,109940.0,77736.0,32204.0
2018-Q4,2018,4,MAD,HURTOS,152602.0,109940.0,42662.0
2019-Q1,2019,1,MAD,HURTOS,40524.0,,40524.0
2019-Q2,2019,2,MAD,HURTOS,78953.0,40524.0,38429.0
2019-Q3,2019,3,MAD,HURTOS,112253.0,78953.0,33300.0
2019-Q4,2019,4,MAD,HURTOS,154217.0,112253.0,41964.0
2020-Q1,2020,1,MAD,HURTOS,34331.0,,34331.0
2020-Q2,2020,2,MAD,HURTOS,44614.0,34331.0,10283.0
2020-Q3,2020,3,MAD,HURTOS,67754.0,44614.0,23140.0
2020-Q4,2020,4,MAD,HURTOS,92225.0,67754.0,24471.0
2021-Q1,2021,1,MAD,HURTOS,24449.0,,24449.0
2021-Q2,2021,2,MAD,HURTOS,50270.0,24449.0,25821.0
2021-Q3,2021,3,MAD,HURTOS,75929.0,50270.0,25659.0
2021-Q4,2021,4,MAD,HURTOS,108778.0,75929.0,32849.0
2022-Q1,2022,1,MAD,HURTOS,34079.0,,34079.0
2022-Q2,2022,2,MAD,HURTOS,68124.0,34079.0,34045.0
2022-Q3,2022,3,MAD,HURTOS,96931.0,68124.0,28807.0
2022-Q4,2022,4,MAD,HURTOS,132876.0,96931.0,35945.0
2023-Q1,2023,1,MAD,HURTOS,33852.0,,33852.0
2023-Q2,2023,2,MAD,HURTOS,65524.0,33852.0,31672.0
2023-Q3,2023,3,MAD,HURTOS,93996.0,65524.0,28472.0
2023-Q4,2023,4,MAD,HURTOS,128268.0,93996.0,34272.0
2024-Q1,2024,1,MAD,HURTOS,31611.0,,31611.0
2024-Q2,2024,2,MAD,HURTOS,62121.0,31611.0,30510.0
2024-Q3,2024,3,MAD,HURTOS,87798.0,62121.0,25677.0
2024-Q4,2024,4,MAD,HURTOS,117462.0,87798.0,29664.0
2025-Q1,2025,1,MAD,HURTOS,28672.0,,28672.0
2025-Q2,2025,2,MAD,HURTOS,56835.0,28672.0,28163.0
2025-Q3,2025,3,MAD,HURTOS,82515.0,56835.0,25680.0
2017-Q1,2017,1,MAD,ROBOS_FUERZA,4957.0,,4957.0
2017-Q2,2017,2,MAD,ROBOS_FUERZA,9450.0,4957.0,4493.0
2017-Q3,2017,3,MAD,ROBOS_FUERZA,14205.0,9450.0,4755.0
2017-Q4,2017,4,MAD,ROBOS_FUERZA,19310.0,14205.0,5105.0
2018-Q1,2018,1,MAD,ROBOS_FUERZA,5041.0,,5041.0
2018-Q2,2018,2,MAD,ROBOS_FUERZA,9500.0,5041.0,4459.0
2018-Q3,2018,3,MAD,ROBOS_FUERZA,14167.0,9500.0,4667.0
2018-Q4,2018,4,MAD,ROBOS_FUERZA,19328.0,14167.0,5161.0
2019-Q1,2019,1,MAD,ROBOS_FUERZA,4768.0,,4768.0
2019-Q2,2019,2,MAD,ROBOS_FUERZA,8998.0,4768.0,4230.0
2019-Q3,2019,3,MAD,ROBOS_FUERZA,13686.0,8998.0,4688.0
2019-Q4,2019,4,MAD,ROBOS_FUERZA,18255.0,13686.0,4569.0
2020-Q1,2020,1,MAD,ROBOS_FUERZA,4185.0,,4185.0
2020-Q2,2020,2,MAD,ROBOS_FUERZA,5764.0,4185.0,1579.0
2020-Q3,2020,3,MAD,ROBOS_FUERZA,9123.0,5764.0,3359.0
2020-Q4,2020,4,MAD,ROBOS_FUERZA,12265.0,9123.0,3142.0
2021-Q1,2021,1,MAD,ROBOS_FUERZA,2923.0,,2923.0
2021-Q2,2021,2,MAD,ROBOS_FUERZA,5798.0,2923.0,2875.0
2021-Q3,2021,3,MAD,ROBOS_FUERZA,9208.0,5798.0,3410.0
2021-Q4,2021,4,MAD,ROBOS_FUERZA,12381.0,9208.0,3173.0
2022-Q1,2022,1,MAD,ROBOS_FUERZA,3370.0,,3370.0
2022-Q2,2022,2,MAD,ROBOS_FUERZA,6376.0,3370.0,3006.0
2022-Q3,2022,3,MAD,ROBOS_FUERZA,10107.0,6376.0,3731.0
2022-Q4,2022,4,MAD,ROBOS_FUERZA,13631.0,10107.0,3524.0
2023-Q1,2023,1,MAD,ROBOS_FUERZA,3554.0,,3554.0
2023-Q2,2023,2,MAD,ROBOS_FUERZA,6877.0,3554.0,3323.0
2023-Q3,2023,3,MAD,ROBOS_FUERZA,10655.0,6877.0,3778.0
2023-Q4,2023,4,MAD,ROBOS_FUERZA,14544.0,10655.0,3889.0
2024-Q1,2024,1,MAD,ROBOS_FUERZA,3658.0,,3658.0
2024-Q2,2024,2,MAD,ROBOS_FUERZA,6642.0,3658.0,2984.0
2024-Q3,2024,3,MAD,ROBOS_FUERZA,10246.0,6642.0,3604.0
2024-Q4,2024,4,MAD,ROBOS_FUERZA,13482.0,10246.0,3236.0
2025-Q1,2025,1,MAD,ROBOS_FUERZA,3031.0,,3031.0
2025-Q2,2025,2,MAD,ROBOS_FUERZA,5936.0,3031.0,2905.0
2025-Q3,2025,3,MAD,ROBOS_FUERZA,9406.0,5936.0,3470.0
2016-Q1,2016,1,MUR,HURTOS,4044.0,,4044.0
2016-Q2,2016,2,MUR,HURTOS,7957.0,4044.0,3913.0
2016-Q3,2016,3,MUR,HURTOS,12010.0,7957.0,4053.0
2016-Q4,2016,4,MUR,HURTOS,15740.0,12010.0,3730.0
2017-Q1,2017,1,MUR,HURTOS,3748.0,,3748.0
2017-Q2,2017,2,MUR,HURTOS,7399.0,3748.0,3651.0
2017-Q3,2017,3,MUR,HURTOS,11439.0,7399.0,4040.0
2017-Q4,2017,4,MUR,HURTOS,15261.0,11439.0,3822.0
2018-Q1,2018,1,MUR,HURTOS,3626.0,,3626.0
2018-Q2,2018,2,MUR,HURTOS,7367.0,3626.0,3741.0
2018-Q3,2018,3,MUR,HURTOS,11078.0,7367.0,3711.0
2018-Q4,2018,4,MUR,HURTOS,14745.0,11078.0,3667.0
2019-Q1,2019,1,MUR,HURTOS,3832.0,,3832.0
2019-Q2,2019,2,MUR,HURTOS,7482.0,3832.0,3650.0
2019-Q3,2019,3,MUR,HURTOS,11533.0,7482.0,4051.0
2019-Q4,2019,4,MUR,HURTOS,15149.0,11533.0,3616.0
2020-Q1,2020,1,MUR,HURTOS,2891.0,,2891.0
2020-Q2,2020,2,MUR,HURTOS,4289.0,2891.0,1398.0
2020-Q3,2020,3,MUR,HURTOS,7402.0,4289.0,3113.0
2020-Q4,2020,4,MUR,HURTOS,9920.0,7402.0,2518.0
2021-Q1,2021,1,MUR,HURTOS,2358.0,,2358.0
2021-Q2,2021,2,MUR,HURTOS,5206.0,2358.0,2848.0
2021-Q3,2021,3,MUR,HURTOS,8519.0,5206.0,3313.0
2021-Q4,2021,4,MUR,HURTOS,11925.0,8519.0,3406.0
2022-Q1,2022,1,MUR,HURTOS,3304.0,,3304.0
2022-Q2,2022,2,MUR,HURTOS,7187.0,3304.0,3883.0
2022-Q3,2022,3,MUR,HURTOS,11301.0,7187.0,4114.0
2022-Q4,2022,4,MUR,HURTOS,15466.0,11301.0,4165.0
2023-Q1,2023,1,MUR,HURTOS,4231.0,,4231.0
2023-Q2,2023,2,MUR,HURTOS,8321.0,4231.0,4090.0
2023-Q3,2023,3,MUR,HURTOS,12579.0,8321.0,4258.0
2023-Q4,2023,4,MUR,HURTOS,16577.0,12579.0,3998.0
2024-Q1,2024,1,MUR,HURTOS,3933.0,,3933.0
2024-Q2,2024,2,MUR,HURTOS,8173.0,3933.0,4240.0
2024-Q3,2024,3,MUR,HURTOS,12198.0,8173.0,4025.0
2024-Q4,2024,4,MUR,HURTOS,16201.0,12198.0,4003.0
2025-Q1,2025,1,MUR,HURTOS,3937.0,,3937.0
2025-Q2,2025,2,MUR,HURTOS,7746.0,3937.0,3809.0
2025-Q3,2025,3,MUR,HURTOS,11560.0,7746.0,3814.0
2017-Q1,2017,1,MUR,ROBOS_FUERZA,1853.0,,1853.0
2017-Q2,2017,2,MUR,ROBOS_FUERZA,3342.0,1853.0,1489.0
2017-Q3,2017,3,MUR,ROBOS_FUERZA,5058.0,3342.0,1716.0
2017-Q4,2017,4,MUR,ROBOS_FUERZA,6956.0,5058.0,1898.0
2018-Q1,2018,1,MUR,ROBOS_FUERZA,1809.0,,1809.0
2018-Q2,2018,2,MUR,ROBOS_FUERZA,3241.0,1809.0,1432.0
2018-Q3,2018,3,MUR,ROBOS_FUERZA,4905.0,3241.0,1664.0
2018-Q4,2018,4,MUR,ROBOS_FUERZA,6757.0,4905.0,1852.0
2019-Q1,2019,1,MUR,ROBOS_FUERZA,1679.0,,1679.0
2019-Q2,2019,2,MUR,ROBOS_FUERZA,3146.0,1679.0,1467.0
2019-Q3,2019,3,MUR,ROBOS_FUERZA,4599.0,3146.0,1453.0
2019-Q4,2019,4,MUR,ROBOS_FUERZA,6184.0,4599.0,1585.0
2020-Q1,2020,1,MUR,ROBOS_FUERZA,1414.0,,1414.0
2020-Q2,2020,2,MUR,ROBOS_FUERZA,2267.0,1414.0,853.0
2020-Q3,2020,3,MUR,ROBOS_FUERZA,3600.0,2267.0,1333.0
2020-Q4,2020,4,MUR,ROBOS_FUERZA,4693.0,3600.0,1093.0
2021-Q1,2021,1,MUR,ROBOS_FUERZA,1098.0,,1098.0
2021-Q2,2021,2,MUR,ROBOS_FUERZA,2225.0,1098.0,1127.0
2021-Q3,2021,3,MUR,ROBOS_FUERZA,3483.0,2225.0,1258.0
2021-Q4,2021,4,MUR,ROBOS_FUERZA,4875.0,3483.0,1392.0
2022-Q1,2022,1,MUR,ROBOS_FUERZA,1321.0,,1321.0
2022-Q2,2022,2,MUR,ROBOS_FUERZA,2662.0,1321.0,1341.0
2022-Q3,2022,3,MUR,ROBOS_FUERZA,3890.0,2662.0,1228.0
2022-Q4,2022,4,MUR,ROBOS_FUERZA,5339.0,3890.0,1449.0
2023-Q1,2023,1,MUR,ROBOS_FUERZA,1583.0,,1583.0
2023-Q2,2023,2,MUR,ROBOS_FUERZA,2738.0,1583.0,1155.0
2023-Q3,2023,3,MUR,ROBOS_FUERZA,3963.0,2738.0,1225.0
2023-Q4,2023,4,MUR,ROBOS_FUERZA,5319.0,3963.0,1356.0
2024-Q1,2024,1,MUR,ROBOS_FUERZA,1364.0,,1364.0
2024-Q2,2024,2,MUR,ROBOS_FUERZA,2588.0,1364.0,1224.0
2024-Q3,2024,3,MUR,ROBOS_FUERZA,3880.0,2588.0,1292.0
2024-Q4,2024,4,MUR,ROBOS_FUERZA,5128.0,3880.0,1248.0
2025-Q1,2025,1,MUR,ROBOS_FUERZA,1101.0,,1101.0
2025-Q2,2025,2,MUR,ROBOS_FUERZA,2210.0,1101.0,1109.0
2025-Q3,2025,3,MUR,ROBOS_FUERZA,3273.0,2210.0,1063.0
2016-Q1,2016,1,NAV,HURTOS,1162.0,,1162.0
2016-Q2,2016,2,NAV,HURTOS,3456.0,1162.0,2294.0
2016-Q3,2016,3,NAV,HURTOS,6398.0,3456.0,2942.0
2016-Q4,2016,4,NAV,HURTOS,8263.0,6398.0,1865.0
2017-Q1,2017,1,NAV,HURTOS,1530.0,,1530.0
2017-Q2,2017,2,NAV,HURTOS,3254.0,1530.0,1724.0
2017-Q3,2017,3,NAV,HURTOS,5971.0,3254.0,2717.0
2017-Q4,2017,4,NAV,HURTOS,7572.0,5971.0,1601.0
2018-Q1,2018,1,NAV,HURTOS,1486.0,,1486.0
2018-Q2,2018,2,NAV,HURTOS,2947.0,1486.0,1461.0
2018-Q3,2018,3,NAV,HURTOS,6048.0,2947.0,3101.0
2018-Q4,2018,4,NAV,HURTOS,7746.0,6048.0,1698.0
2019-Q1,2019,1,NAV,HURTOS,1577.0,,1577.0
2019-Q2,2019,2,NAV,HURTOS,3387.0,1577.0,1810.0
2019-Q3,2019,3,NAV,HURTOS,6767.0,3387.0,3380.0
2019-Q4,2019,4,NAV,HURTOS,8541.0,6767.0,1774.0
2020-Q1,2020,1,NAV,HURTOS,1400.0,,1400.0
2020-Q2,2020,2,NAV,HURTOS,1913.0,1400.0,513.0
2020-Q3,2020,3,NAV,HURTOS,3398.0,1913.0,1485.0
2020-Q4,2020,4,NAV,HURTOS,4471.0,3398.0,1073.0
2021-Q1,2021,1,NAV,HURTOS,1091.0,,1091.0
2021-Q2,2021,2,NAV,HURTOS,2467.0,1091.0,1376.0
2021-Q3,2021,3,NAV,HURTOS,3857.0,2467.0,1390.0
2021-Q4,2021,4,NAV,HURTOS,5523.0,3857.0,1666.0
2022-Q1,2022,1,NAV,HURTOS,1376.0,,1376.0
2022-Q2,2022,2,NAV,HURTOS,3183.0,1376.0,1807.0
2022-Q3,2022,3,NAV,HURTOS,6333.0,3183.0,3150.0
2022-Q4,2022,4,NAV,HURTOS,8109.0,6333.0,1776.0
2023-Q1,2023,1,NAV,HURTOS,1664.0,,1664.0
2023-Q2,2023,2,NAV,HURTOS,3326.0,1664.0,1662.0
2023-Q3,2023,3,NAV,HURTOS,6851.0,3326.0,3525.0
2023-Q4,2023,4,NAV,HURTOS,8661.0,6851.0,1810.0
2024-Q1,2024,1,NAV,HURTOS,1585.0,,1585.0
2024-Q2,2024,2,NAV,HURTOS,3326.0,1585.0,1741.0
2024-Q3,2024,3,NAV,HURTOS,6453.0,3326.0,3127.0
2024-Q4,2024,4,NAV,HURTOS,8276.0,6453.0,1823.0
2025-Q1,2025,1,NAV,HURTOS,1715.0,,1715.0
2025-Q2,2025,2,NAV,HURTOS,3499.0,1715.0,1784.0
2025-Q3,2025,3,NAV,HURTOS,6521.0,3499.0,3022.0
2017-Q1,2017,1,NAV,ROBOS_FUERZA,398.0,,398.0
2017-Q2,2017,2,NAV,ROBOS_FUERZA,775.0,398.0,377.0
2017-Q3,2017,3,NAV,ROBOS_FUERZA,1164.0,775.0,389.0
2017-Q4,2017,4,NAV,ROBOS_FUERZA,1519.0,1164.0,355.0
2018-Q1,2018,1,NAV,ROBOS_FUERZA,369.0,,369.0
2018-Q2,2018,2,NAV,ROBOS_FUERZA,698.0,369.0,329.0
2018-Q3,2018,3,NAV,ROBOS_FUERZA,1027.0,698.0,329.0
2018-Q4,2018,4,NAV,ROBOS_FUERZA,1510.0,1027.0,483.0
2019-Q1,2019,1,NAV,ROBOS_FUERZA,381.0,,381.0
2019-Q2,2019,2,NAV,ROBOS_FUERZA,807.0,381.0,426.0
2019-Q3,2019,3,NAV,ROBOS_FUERZA,1137.0,807.0,330.0
2019-Q4,2019,4,NAV,ROBOS_FUERZA,1514.0,1137.0,377.0
2020-Q1,2020,1,NAV,ROBOS_FUERZA,386.0,,386.0
2020-Q2,2020,2,NAV,ROBOS_FUERZA,549.0,386.0,163.0
2020-Q3,2020,3,NAV,ROBOS_FUERZA,842.0,549.0,293.0
2020-Q4,2020,4,NAV,ROBOS_FUERZA,1096.0,842.0,254.0
2021-Q1,2021,1,NAV,ROBOS_FUERZA,285.0,,285.0
